Feature ID,Feature Name,User Story,Expected Behaviour,Edge Cases,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
SEL2-004,Build/dist/publish surface,As a consumer I install @russfranky/shadcss and the published artifact matches edited source with correct exports.,"build bundles src into dist (rebuilt), copies min into apps/www (gitignored), tarball ships dist+src.",dist stale vs src | www copy committed | qa leaking | layer priming,SEL2-004-T1:regression:PASS; SEL2-004-T2:regression:PASS; SEL2-004-T3:security:PASS; SEL2-004-T4:boundary:WAIVED; SEL2-004-T5:happy:PASS,PASS,0,,,2026-06-22
CTL2-001,Switch (checkbox toggle),As a user I toggle a setting with an accessible switch that animates the knob and respects RTL and sizes.,role=switch in markup; knob slides on :checked; RTL + sm/lg mirror; focus-visible ring; disabled dimmed.,RTL with sm/lg | disabled knob shadow | native checkbox announced as checkbox not switch,CTL2-001-T1:regression:PASS; CTL2-001-T2:accessibility:FAIL; CTL2-001-T3:boundary:PASS,PASS (remediated),0,Low,,2026-06-22
CTL2-002,Slider (range input),As a user I drag a styled range with a filled track that can follow my value and supports vertical.,Gradient fill via --slider-fill; webkit/moz thumb styled; vertical to-top gradient; fill tracks drag only with JS.,fill static without JS | vertical gradient axis | slider-lg hardcoded 75%,CTL2-002-T1:regression:PASS; CTL2-002-T2:regression:WAIVED; CTL2-002-T3:boundary:PASS; CTL2-002-T4:responsive:WAIVED,PASS,0,,,2026-06-22
CTL2-003,Input OTP,As a user I enter a one-time passcode across labeled digit boxes with a decorative separator.,Each .otp-input styled; focus ring; invalid red; separator aria-hidden; each input aria-labelled; auto-advance needs JS.,eager :invalid on prefilled | second group missing aria-labels | auto-advance needs JS,CTL2-003-T1:regression:FAIL; CTL2-003-T2:invalid:FAIL; CTL2-003-T3:regression:WAIVED,PASS (remediated),0,Low,,2026-06-22
CTL2-004,Progress (native progress),As a user I see determinate and indeterminate progress that animates and respects reduced motion.,Determinate value animates width webkit+moz; indeterminate sweeps gradient; reduced-motion disables.,Firefox value width transition | indeterminate no value | reduced-motion,CTL2-004-T1:regression:PASS; CTL2-004-T2:accessibility:PASS; CTL2-004-T3:boundary:PASS,PASS,0,,,2026-06-22
CTL2-005,"Build dist-copy, gitignore, packaging, layer priming",As a consumer I install @russfranky/shadcss and get a correct dist bundle via npm/CDN; showcase copy gitignored.,"build writes dist + copies to apps/www; dist published, copy gitignored; exports resolve; priming matches.",stale dist | gitignore copy vs dist | CDN deep import | tarball leaking qa,CTL2-005-T1:regression:PASS; CTL2-005-T2:regression:PASS; CTL2-005-T3:security:PASS; CTL2-005-T4:regression:PASS; CTL2-005-T5:error:PASS,PASS,0,,,2026-06-22
SUR2-001,Card,As a developer I compose a card with header/content/footer zones and an opt-in interactive hover-lift.,Bordered surface; footer data-justify end/between/center; interactive lifts on hover and focus-visible with ring.,data-justify unknown falls back | card-content adjacent footer padding | keyboard focus interactive,SUR2-001-T1:regression:PASS; SUR2-001-T2:regression:PASS; SUR2-001-T3:accessibility:FAIL; SUR2-001-T4:boundary:PASS; SUR2-001-T5:accessibility:WAIVED,PASS (remediated),0,Low,,2026-06-22
SUR2-002,Alert,"As a developer I show inline message banners in four status variants, optionally dismissible with no JS.",icon+title+description; variants recolor; dismissible collapses via native details/summary.,dismissed cannot restore | role=alert on details | destructive vs muted description,SUR2-002-T1:regression:PASS; SUR2-002-T2:regression:PASS; SUR2-002-T3:accessibility:WAIVED; SUR2-002-T4:boundary:PASS; SUR2-002-T5:boundary:PASS; SUR2-002-T6:invalid:PASS,PASS,0,,,2026-06-22
SUR2-003,Alert Dialog,As a developer I show a destructive-action confirmation modal on native <dialog> with backdrop and no-JS cancel.,"centered modal with blurred backdrop, fade-in, header/body/footer; cancel via form method=dialog.",standalone import loses backdrop keyframe | narrow viewport clamp | aria-labelledby wiring,SUR2-003-T1:regression:PASS; SUR2-003-T2:regression:PASS; SUR2-003-T3:boundary:PASS; SUR2-003-T4:responsive:PASS; SUR2-003-T5:accessibility:PASS,PASS,0,,,2026-06-22
SUR2-004,Separator,As a developer I add horizontal or vertical dividers that degrade safely for unknown orientation values.,Base horizontal; vertical override flips; unknown orientation falls back to horizontal.,data-orientation=diagonal | vertical in non-stretch flex | role=separator,SUR2-004-T1:regression:PASS; SUR2-004-T2:regression:PASS; SUR2-004-T3:boundary:PASS; SUR2-004-T4:boundary:PASS,PASS,0,,,2026-06-22
SUR2-005,Cascade layer priming,As a bundler-using developer I rely on @layer priming so component precedence survives import reordering.,"Primed order reset,theme,components matches layers used; tokens unlayered so var() resolves.",tokens not in priming | unlayered tokens winning cascade,SUR2-005-T1:regression:PASS; SUR2-005-T2:boundary:PASS,PASS,0,,,2026-06-22
SUR2-006,Build dist-copy + npm tarball + gitignore,As a consumer I install @russfranky/shadcss and the tarball ships dist+src cleanly; showcase copy gitignored.,build writes dist + copies; copy and qa gitignored; tarball only dist/src/README/LICENSE/package.json; exports resolve.,qa/HANDOFF/CLAUDE leaking | registry not published | dist copy committed,SUR2-006-T1:security:PASS; SUR2-006-T2:regression:PASS; SUR2-006-T3:boundary:PASS; SUR2-006-T4:error:WAIVED; SUR2-006-T5:boundary:PASS; SUR2-006-T6:performance:PASS,PASS,0,,,2026-06-22
MED2-001,Avatar,As a developer I place initials or an img inside .avatar and get a sized rounded avatar with fallback + variants.,Fixed-size inline-flex centering content; img fills via object-fit:cover; group overlaps with ring.,text + img | broken img no JS | long fallback overflow | group single-child margin | RTL margin,MED2-001-T1:regression:PASS; MED2-001-T2:regression:WAIVED; MED2-001-T3:happy:PASS; MED2-001-T4:boundary:PASS,PASS,0,,,2026-06-22
MED2-002,Skeleton,"As a developer I show shimmering loading placeholders via .skeleton and text/circle variants, reduced-motion respect.",Animated gradient shimmer; circle/text variants; last line of a text GROUP is 60%; reduced-motion disables.,Single skeleton-text not in group | reduced-motion | explicit width override,MED2-002-T1:regression:PASS; MED2-002-T2:accessibility:PASS; MED2-002-T3:accessibility:WAIVED,PASS,0,,,2026-06-22
MED2-003,Spinner,"As a developer I show a pure-CSS spinner with size/color variants, inline usable, reduced-motion aware.",Rotating border ring via shadcss-spin; size/color variants; reduced-motion slows to 1.5s; role=status in markup.,reduced-motion | spinner-inherit on colored bg | standalone import without keyframe,MED2-003-T1:regression:PASS; MED2-003-T2:regression:PASS; MED2-003-T3:accessibility:PASS; MED2-003-T4:boundary:PASS; MED2-003-T5:boundary:PASS,PASS,0,,,2026-06-22
MED2-004,Aspect Ratio,As a developer I lock media to a ratio with presets (square/video/photo/portrait/cinema/wide/ultra).,Container sets aspect-ratio and clips; replaced-media children absolutely positioned; non-media not stretched.,Text/non-media child | picture/iframe children | decorative div,MED2-004-T1:regression:PASS; MED2-004-T2:happy:PASS; MED2-004-T3:boundary:PASS,PASS,0,,,2026-06-22
MED2-005,Build / dist-copy / @layer cascade / npm packaging,"As a maintainer build bundles src into dist, copies into showcase (gitignored), primes layers, publishes scoped pkg.",@layer priming matches; dist has all rules; www copy gitignored; exports/files resolve; CDN valid.,tokens unlayered vs primed | www copy tracked | bare @import | unpinned unpkg,MED2-005-T1:regression:PASS; MED2-005-T2:regression:PASS; MED2-005-T3:security:PASS; MED2-005-T4:error:PASS,PASS,0,,,2026-06-22
OVL2-001,Popover anchor-positioning @supports fix,"As a consumer on a modern browser, when I open a popover/dropdown it stays positioned under its trigger.",@supports(anchor-name) anchors panel to trigger; without anchor support the non-anchor inset fallback applies.,browser supports anchor-name but nothing wired | popovertarget does not establish implicit anchor,OVL2-001-T1:regression:FAIL; OVL2-001-T2:regression:PASS,PASS (remediated),0,High,,2026-06-22
OVL2-002,Popover registry data-side attribute documentation,"As a consumer reading the registry, documented data-side values match CSS and showcase.",registry popover.attributes lists bottom-start/bottom-end alongside top/start/end.,Showcase uses data-side=bottom-start,OVL2-002-T1:regression:FAIL,PASS (remediated),0,Low,,2026-06-22
OVL2-003,Sheet/Drawer flex body layout,"As a consumer, the sheet/drawer body fills available space and pushes footer to the bottom.",.sheet-body/.drawer-body flex:1 expands within a column flex container so footer pins to bottom.,Short content | Tall content,OVL2-003-T1:boundary:FAIL,PASS (remediated),0,Low,,2026-06-22
OVL2-004,Dialog overflow / scroll and close pattern,"As a consumer, tall dialog content scrolls and the close button can dismiss with no JS.",dialog.dialog has max-height + overflow:auto; .dialog-close documented via form method=dialog.,Content taller than viewport,OVL2-004-T1:regression:PASS; OVL2-004-T2:accessibility:WAIVED,PASS,0,,,2026-06-22
OVL2-005,Sheet/Drawer default-side placement,"As a consumer, a sheet/drawer with no data-side still pins to a sensible edge with a matching slide.",dialog.sheet:not([data-side]) and dialog.drawer:not([data-side]) apply right-edge inset + right slide.,No data-side attribute,OVL2-005-T1:regression:PASS,PASS,0,,,2026-06-22
OVL2-006,Cascade layer priming integrity,"As a consumer bundling shadcss, the cascade layer order survives and components do not override tokens.",Priming names exactly the layers used; tokens unlayered win over layered; dist preserves layers.,Bundler reorders imports | Unlayered tokens vs layered components,OVL2-006-T1:regression:PASS,PASS,0,,,2026-06-22
OVL2-007,"Build dist-copy, gitignore, npm pack surface","As a consumer installing @russfranky/shadcss, the tarball resolves correct exports and dev copy is gitignored.",build writes dist + copies; copy gitignored; npm pack includes dist+src; exports resolve.,CDN unpkg/jsdelivr path | ./src export,OVL2-007-T1:happy:PASS; OVL2-007-T2:happy:PASS; OVL2-007-T3:boundary:PASS,PASS,0,,,2026-06-22
OVL2-008,Drawer/Sheet closed-state AT exposure,"As a screen-reader user, a closed drawer/sheet is not reachable in the tab order.",Closed overlay removed from a11y tree and tab order.,dialog without [open],OVL2-008-T1:accessibility:PASS,PASS,0,,,2026-06-22
MNU2-001,Navigation Menu positioning model (popover vs absolute),As a user I open a nav trigger and the panel appears directly under it.,Panel is position:absolute relative to item; per the header the content must NOT carry popover.,Trigger near right edge | Two nav items open | RTL inset,MNU2-001-T1:regression:FAIL; MNU2-001-T2:boundary:FAIL; MNU2-001-T3:responsive:PASS,PASS (remediated),0,High,,2026-06-22
MNU2-002,Dropdown / Menubar anchor positioning (@supports),As a user the menu opens attached to its trigger on all sides.,"Fallback [data-side] inset rules position the popover; where anchor supported, anchor() attaches to trigger.",No anchor-name set | viewport edge flip | top-end vs bottom-start,MNU2-002-T1:regression:FAIL; MNU2-002-T2:boundary:FAIL; MNU2-002-T3:accessibility:PASS; MNU2-002-T4:regression:PASS,PASS (remediated),0,High,,2026-06-22
MNU2-003,Menubar wrapper class & context-menu wiring,As a developer the showcase classes are defined in CSS/registry; context menu demoed or clearly JS-required.,Every class used exists; context-menu demoed or documented JS-required.,menubar-menu-item unstyled | context-menu undemoed,MNU2-003-T1:regression:WAIVED; MNU2-003-T2:accessibility:FAIL; MNU2-003-T3:accessibility:WAIVED; MNU2-003-T4:regression:PASS,PASS (remediated),0,Low,,2026-06-22
MNU2-004,"Cascade layers, build dist-copy, npm publish surface","As a consumer I install @russfranky/shadcss and the bundle, exports, CDN path, and layer cascade work.",@layer prime matches; build copies dist to showcase gitignored; exports/main/unpkg resolve; size/count accurate.,unlayered tokens vs layered | unpkg bare import | gzip size claim,MNU2-004-T1:regression:PASS; MNU2-004-T2:happy:PASS; MNU2-004-T3:happy:PASS; MNU2-004-T4:performance:PASS; MNU2-004-T5:security:PASS,PASS,0,,,2026-06-22
DIS2-001,Tooltip (pure-CSS ::before/::after),As a developer I add data-tooltip to a trigger and get a hover/focus tooltip in 4 positions with no JS.,Tooltip appears on :hover/:focus-within in 4 positions with arrow; hidden by default; data-wrap wraps.,viewport-edge clipping | RTL logical start/end | focus-within reveal | AT exposure,DIS2-001-T1:regression:PASS; DIS2-001-T2:regression:PASS; DIS2-001-T3:responsive:FAIL; DIS2-001-T4:boundary:WAIVED; DIS2-001-T5:accessibility:PASS,PASS (remediated),0,Low,,2026-06-22
DIS2-002,Hover Card (CSS reveal + popover touch fallback),"As a developer I show a rich preview panel on hover/focus, with a touch fallback.",Hidden by default; shown on hover/focus-within; on touch a popover tap-toggle reveals it.,touch devices no hover | no media query matches | keyboard/AT access,DIS2-002-T1:regression:PASS; DIS2-002-T2:regression:PASS; DIS2-002-T3:error:FAIL; DIS2-002-T4:accessibility:FAIL; DIS2-002-T5:boundary:PASS,PASS (remediated),0,Medium,,2026-06-22
DIS2-003,Accordion (native details + grid animation),As a developer I use native <details> accordions with smooth height animation and single-open behavior.,Native a11y; chevron rotates; content height animates 0fr->1fr; name= gives exclusive open.,closed-content animation under native hiding | chevron-less variant | exclusive via name=,DIS2-003-T1:regression:FAIL; DIS2-003-T2:happy:PASS; DIS2-003-T3:happy:PASS; DIS2-003-T4:boundary:PASS; DIS2-003-T5:accessibility:PASS,PASS (remediated),0,Medium,,2026-06-22
DIS2-004,Collapsible (unstyled details),As a developer I get an unstyled native disclosure with a styled trigger.,details.collapsible with summary.collapsible-trigger; chevron rotates; content reveals.,used on non-details | focus-visible on trigger | grid reveal animation,DIS2-004-T1:regression:PASS; DIS2-004-T2:regression:FAIL; DIS2-004-T3:accessibility:PASS,PASS (remediated),0,Low,,2026-06-22
DIS2-005,Build / dist-copy / publish surface,As a consumer I install @russfranky/shadcss via npm/CDN or import src; build copies bundle into showcase gitignored.,"build bundles+minifies, writes dist, copies min into apps/www; exports resolve; layers prime; tarball dist+src.",layer priming vs layers used | www copy gitignored | tarball contents | exports resolution,DIS2-005-T1:regression:PASS; DIS2-005-T2:regression:PASS; DIS2-005-T3:happy:PASS; DIS2-005-T4:boundary:PASS; DIS2-005-T5:error:PASS,PASS,0,,,2026-06-22
NAV2-001,Tabs (radio + :has),"As a user I switch tab panels with zero JS via native radios, and AT announces the correct selected tab.",Checked radio shows panel + highlights trigger; ARIA reflects live selected tab; roles do not conflict.,>16 tabs need manual rule | vertical + underline | aria-selected must track checked radio,NAV2-001-T1:accessibility:FAIL; NAV2-001-T2:accessibility:FAIL; NAV2-001-T3:regression:PASS; NAV2-001-T4:happy:PASS; NAV2-001-T5:boundary:PASS,PASS (remediated),0,High,,2026-06-22
NAV2-002,Breadcrumb,As a user I see a breadcrumb trail with the current page marked for AT.,Separators via ::after; current item exposes aria-current=page inside an aria-labelled nav.,custom separator > and backslash | wrap on narrow widths,NAV2-002-T1:regression:PASS; NAV2-002-T2:boundary:PASS; NAV2-002-T3:accessibility:PASS,PASS,0,,,2026-06-22
NAV2-003,Pagination,As a user I navigate paged content with the active page marked and disabled controls inert.,aria-current=page styles+disables active; aria-disabled controls non-interactive.,prev/next disabled at ends | ellipsis non-interactive,NAV2-003-T1:happy:PASS; NAV2-003-T2:accessibility:FAIL; NAV2-003-T3:error:PASS,PASS (remediated),0,Low,,2026-06-22
NAV2-004,Sidebar,As a user I navigate a collapsible app sidebar that adapts to mobile.,"Collapse to icon width, mobile slide-in drawer, active item marked; ideally without external JS.",data-collapsed toggle | mobile off-canvas focusability | inert when closed,NAV2-004-T1:regression:FAIL; NAV2-004-T2:regression:FAIL; NAV2-004-T3:accessibility:PASS; NAV2-004-T4:regression:PASS,PASS (remediated),0,Medium,,2026-06-22
NAV2-005,Build / package / cascade integrity,As a consumer I install @russfranky/shadcss and get a correct in-sync CSS bundle; dev preview copy gitignored.,Layer priming matches; dist reproducible and in sync with src and www copy; exports/files/CDN resolve; QA gitignored.,bundler reorder | minifier attr-quote strip | scoped CDN path,NAV2-005-T1:regression:PASS; NAV2-005-T2:happy:PASS; NAV2-005-T3:happy:PASS; NAV2-005-T4:happy:PASS; NAV2-005-T5:boundary:PASS,PASS,0,,,2026-06-22
DAT2-001,Table,"As a developer I want an accessible styled HTML table with sticky header, alignment and compact variants.",native table styled via .table; data-align controls alignment; data-sticky-header pins thead; hover highlight; horizontal scroll.,sticky header z-index | right-aligned numeric | no JS required,DAT2-001-T1:regression:PASS; DAT2-001-T2:accessibility:FAIL; DAT2-001-T3:boundary:PASS; DAT2-001-T4:responsive:PASS,PASS (remediated),0,Low,,2026-06-22
DAT2-002,Calendar,As a developer I want a CSS-grid month calendar with today/selected/range/disabled states.,7-col grid of day buttons; today/selected via aria-pressed/is-today; range via data-range; nav display-only.,aria-disabled day blocks pointer | range radius | reduced motion,DAT2-002-T1:regression:PASS; DAT2-002-T2:accessibility:FAIL; DAT2-002-T3:boundary:PASS; DAT2-002-T4:accessibility:PASS,PASS (remediated),0,Medium,,2026-06-22
DAT2-003,Carousel,As a developer I want a scroll-snap carousel with optional arrows and dots.,native overflow scroll-snap viewport; touch/keyboard scroll zero JS; arrows scrollBy; dots indicators.,reduced-motion disables smooth scroll | small viewport sizing | scrollbar hidden,DAT2-003-T1:regression:PASS; DAT2-003-T2:accessibility:FAIL; DAT2-003-T3:regression:PASS; DAT2-003-T4:accessibility:WAIVED,PASS (remediated),0,Medium,,2026-06-22
DAT2-004,Command palette,As a developer I want a styled cmdk-like command palette shell shown via the Popover API.,"flex column shell with input, scrollable list, groups, items, separators, shortcuts, empty + footer; search/nav need JS.",data-selected highlight | empty state | popover positioning,DAT2-004-T1:regression:FAIL; DAT2-004-T2:accessibility:PASS; DAT2-004-T3:boundary:PASS; DAT2-004-T4:performance:PASS,PASS (remediated),0,Low,,2026-06-22
DAT2-005,Build / packaging / cascade integrity,As a consumer installing @russfranky/shadcss I want a correct published bundle with intact cascade layers and gitignored dev copy.,@layer priming matches; dist built from source; www copy gitignored; npm files include dist+src.,layer priming mismatch | stale www copy | qa artifacts publication,DAT2-005-T1:regression:PASS; DAT2-005-T2:regression:PASS; DAT2-005-T3:security:PASS; DAT2-005-T4:regression:PASS,PASS,0,,,2026-06-22
FBK2-001,Toast component (toast.css),As a developer I want pure-CSS toast notifications using the Popover API with auto-dismiss and variants.,"toast.css defines region, toast, in/out keyframes, variants, reduced-motion; documented honestly; exercised by showcase.",Persistent toast | reduced-motion | top-position variant | standalone import without tokens,FBK2-001-T1:regression:PASS; FBK2-001-T2:regression:FAIL; FBK2-001-T3:regression:WAIVED; FBK2-001-T4:accessibility:PASS; FBK2-001-T5:boundary:PASS,PASS (remediated),0,Low,,2026-06-22
FBK2-002,Sonner rich toast (sonner.css),As a developer I want a richer toast with title/description/action/loading and stacking.,"sonner.css defines region, item, variants, loading spinner with local keyframe, position variants, reduced-motion.",loading spinner standalone | persistent sonner | 5 positions | icon-only close label,FBK2-002-T1:regression:PASS; FBK2-002-T2:regression:PASS; FBK2-002-T3:accessibility:FAIL; FBK2-002-T4:regression:WAIVED; FBK2-002-T5:boundary:PASS; FBK2-002-T6:responsive:PASS,PASS (remediated),0,Low,,2026-06-22
FBK2-003,Empty state (empty.css),"As a developer I want a centered empty-state placeholder with icon, title, description and CTAs.","centers content, styles icon bubble/title/description/actions and content-type variants.",error/success/warning variants | long description max-width | decorative icon a11y,FBK2-003-T1:happy:PASS; FBK2-003-T2:accessibility:FAIL; FBK2-003-T3:boundary:PASS; FBK2-003-T4:invalid:PASS,PASS (remediated),0,Low,,2026-06-22
FBK2-004,Scroll area (scroll-area.css),As a developer I want a scroll container with a thin custom scrollbar and size/hidden/persistent variants.,"styles WebKit + Firefox scrollbars, size variants (WebKit-only documented), persistent and hidden variants.",Firefox per-element thickness limit | scrollbar fully hidden | persistent always-visible,FBK2-004-T1:regression:PASS; FBK2-004-T2:boundary:WAIVED; FBK2-004-T3:happy:PASS; FBK2-004-T4:boundary:PASS; FBK2-004-T5:accessibility:PASS,PASS,0,,,2026-06-22
FBK2-005,"Build, packaging & published-artifact surface","As a consumer I want the published @russfranky/shadcss tarball, exports, dist-copy and layer cascade correct.",build deterministically produces dist + apps/www copy; @layer primed; exports/files coherent; copy gitignored; counts consistent.,layer priming vs used | www ignored but dist published | rebuild determinism | exports resolution,FBK2-005-T1:regression:PASS; FBK2-005-T2:regression:PASS; FBK2-005-T3:regression:PASS; FBK2-005-T4:boundary:PASS; FBK2-005-T5:regression:PASS; FBK2-005-T6:security:PASS,PASS,0,,,2026-06-22
MSC2-001,Kbd keyboard indicator,As a developer I drop <kbd> elements to show keyboard shortcuts with consistent styling.,kbd/.kbd renders an inline-flex pill using design tokens; consistent inside .prose too.,Multiple adjacent kbd | kbd inside .prose | Long key labels,MSC2-001-T1:happy:PASS; MSC2-001-T2:regression:PASS; MSC2-001-T3:boundary:PASS; MSC2-001-T4:happy:PASS,PASS,0,,,2026-06-22
MSC2-002,Container max-width wrapper,As a developer I wrap page content in .container for centered responsive max-width.,.container centers with responsive padding; size modifiers cap max-width.,container-full = 100% | container-xl equals base 80rem | sub-640px padding,MSC2-002-T1:regression:PASS; MSC2-002-T2:boundary:PASS; MSC2-002-T3:responsive:PASS; MSC2-002-T4:happy:PASS,PASS,0,,,2026-06-22
MSC2-003,Resizable panel group,As a developer I lay out resizable panels with a draggable divider (JS-paired).,"Panels share space, handle is a thin 4px divider with grip, focusable+announced, correct rounding.",Vertical rounding | Default no direction | Handle focus | Handle width in grid track,MSC2-003-T1:accessibility:FAIL; MSC2-003-T2:boundary:FAIL; MSC2-003-T3:regression:PASS; MSC2-003-T4:regression:PASS; MSC2-003-T5:boundary:PASS; MSC2-003-T6:error:PASS,PASS (remediated),0,High,,2026-06-22
